"Account","Beginning Of Interval","Followers"
"Cristina Kirchner",2022-01-21,1340228
"Cristina Kirchner",2022-01-22,1340278
"Cristina Kirchner",2022-01-23,1340314
"Cristina Kirchner",2022-01-24,1340283
"Cristina Kirchner",2022-01-25,1340194
"Cristina Kirchner",2022-01-26,1340309
"Cristina Kirchner",2022-01-27,1341198
"Cristina Kirchner",2022-01-28,1341567
"Cristina Kirchner",2022-01-29,1341634
"Cristina Kirchner",2022-01-30,1341654
"Cristina Kirchner",2022-01-31,1341620
"Cristina Kirchner",2022-02-01,1341591
"Cristina Kirchner",2022-02-02,1341557
"Cristina Kirchner",2022-02-03,1341489
"Cristina Kirchner",2022-02-04,1341443
"Cristina Kirchner",2022-02-05,1341368
"Cristina Kirchner",2022-02-06,1341352
"Cristina Kirchner",2022-02-07,1341247
"Cristina Kirchner",2022-02-08,1341198
"Cristina Kirchner",2022-02-09,1341099
"Cristina Kirchner",2022-02-10,1341034
"Cristina Kirchner",2022-02-11,1340989
"Cristina Kirchner",2022-02-12,1340926
"Cristina Kirchner",2022-02-13,1340857
"Cristina Kirchner",2022-02-14,1340764
"Cristina Kirchner",2022-02-15,1340687
"Cristina Kirchner",2022-02-16,1340670
"Cristina Kirchner",2022-02-17,1340561
"Cristina Kirchner",2022-02-18,1340437
"Cristina Kirchner",2022-02-19,1341367
"Cristina Kirchner",2022-02-20,1341714
"Cristina Kirchner",2022-02-21,1341628
"Cristina Kirchner",2022-02-22,1341612
"Cristina Kirchner",2022-02-23,1341558
"Cristina Kirchner",2022-02-24,1341496
"Cristina Kirchner",2022-02-25,1341579
"Cristina Kirchner",2022-02-26,1341566
"Cristina Kirchner",2022-02-27,1341451
"Cristina Kirchner",2022-02-28,1341511
"Cristina Kirchner",2022-03-01,1341774
"Cristina Kirchner",2022-03-02,1341762
"Cristina Kirchner",2022-03-03,1341713
"Cristina Kirchner",2022-03-04,1341198
"Cristina Kirchner",2022-03-05,1341117
"Cristina Kirchner",2022-03-06,1341052
"Cristina Kirchner",2022-03-07,1340943
"Cristina Kirchner",2022-03-08,1340970
"Cristina Kirchner",2022-03-09,1341030
"Cristina Kirchner",2022-03-10,1341008
"Cristina Kirchner",2022-03-11,1341849
"Cristina Kirchner",2022-03-12,1342163
"Cristina Kirchner",2022-03-13,1342208
"Cristina Kirchner",2022-03-14,1342316
"Cristina Kirchner",2022-03-15,1342295
"Cristina Kirchner",2022-03-16,1342183
"Cristina Kirchner",2022-03-17,1342267
"Cristina Kirchner",2022-03-18,1342299
"Cristina Kirchner",2022-03-19,1342338
"Cristina Kirchner",2022-03-20,1342317
"Cristina Kirchner",2022-03-21,1342310
"Cristina Kirchner",2022-03-22,1342318
"Cristina Kirchner",2022-03-23,1342332
"Cristina Kirchner",2022-03-24,1342497
"Cristina Kirchner",2022-03-25,1342499
"Cristina Kirchner",2022-03-26,1342447
"Cristina Kirchner",2022-03-27,1342425
"Cristina Kirchner",2022-03-28,1342342
"Cristina Kirchner",2022-03-29,1342351
"Cristina Kirchner",2022-03-30,1342323
"Cristina Kirchner",2022-03-31,1342426
"Cristina Kirchner",2022-04-01,1342393
"Cristina Kirchner",2022-04-02,1342321
"Cristina Kirchner",2022-04-03,1342308
"Cristina Kirchner",2022-04-04,1342323
"Cristina Kirchner",2022-04-05,1342332
"Cristina Kirchner",2022-04-06,1342277
"Cristina Kirchner",2022-04-07,1342241
"Cristina Kirchner",2022-04-08,1342258
"Cristina Kirchner",2022-04-09,1342236
"Cristina Kirchner",2022-04-10,1342207
"Cristina Kirchner",2022-04-11,1342687
"Cristina Kirchner",2022-04-12,1342775
"Cristina Kirchner",2022-04-13,1342885
"Cristina Kirchner",2022-04-14,1342975
"Cristina Kirchner",2022-04-15,1342971
"Cristina Kirchner",2022-04-16,1342945
"Cristina Kirchner",2022-04-17,1342969
"Cristina Kirchner",2022-04-18,1342943
"Cristina Kirchner",2022-04-19,1342949
"Cristina Kirchner",2022-04-20,1342967
"Cristina Kirchner",2022-04-21,1343011
"Cristina Kirchner",2022-04-22,1343042
"Cristina Kirchner",2022-04-23,1343047
"Cristina Kirchner",2022-04-24,1343002
"Cristina Kirchner",2022-04-25,1342995
"Cristina Kirchner",2022-04-26,1342942
"Cristina Kirchner",2022-04-27,1342977
"Cristina Kirchner",2022-04-28,1343019
"Cristina Kirchner",2022-04-29,1343054
"Cristina Kirchner",2022-04-30,1343047
"Cristina Kirchner",2022-05-01,1343100
"Cristina Kirchner",2022-05-02,1343055
"Cristina Kirchner",2022-05-03,1342975
"Cristina Kirchner",2022-05-04,1342944
"Cristina Kirchner",2022-05-05,1342938
"Cristina Kirchner",2022-05-06,1343241
"Cristina Kirchner",2022-05-07,1343519
"Cristina Kirchner",2022-05-08,1343624
"Cristina Kirchner",2022-05-09,1343657
"Cristina Kirchner",2022-05-10,1343644
"Cristina Kirchner",2022-05-11,1343680
"Cristina Kirchner",2022-05-12,1343747
"Cristina Kirchner",2022-05-13,1343728
"Cristina Kirchner",2022-05-14,1343735
"Cristina Kirchner",2022-05-15,1343686
"Cristina Kirchner",2022-05-16,1343680
"Cristina Kirchner",2022-05-17,1343668
"Cristina Kirchner",2022-05-18,1343632
"Cristina Kirchner",2022-05-19,1343570
"Cristina Kirchner",2022-05-20,1343573
"Cristina Kirchner",2022-05-21,1343519
"Cristina Kirchner",2022-05-22,1343396
"Cristina Kirchner",2022-05-23,1343502
"Cristina Kirchner",2022-05-24,1343459
"Cristina Kirchner",2022-05-25,1343665
"Cristina Kirchner",2022-05-26,1343663
"Cristina Kirchner",2022-05-27,1343523
"Cristina Kirchner",2022-05-28,1343463
"Cristina Kirchner",2022-05-29,1343495
"Cristina Kirchner",2022-05-30,1343557
"Cristina Kirchner",2022-05-31,1343557
"Cristina Kirchner",2022-06-01,1343537
"Cristina Kirchner",2022-06-02,1343502
"Cristina Kirchner",2022-06-03,1343634
"Cristina Kirchner",2022-06-04,1343799
"Cristina Kirchner",2022-06-05,1343852
"Cristina Kirchner",2022-06-06,1343831
"Cristina Kirchner",2022-06-07,1343781
"Cristina Kirchner",2022-06-08,1343749
"Cristina Kirchner",2022-06-09,1343714
"Cristina Kirchner",2022-06-10,1343689
"Cristina Kirchner",2022-06-11,1343775
"Cristina Kirchner",2022-06-12,1343735
"Cristina Kirchner",2022-06-13,1343654
"Cristina Kirchner",2022-06-14,1343638
"Cristina Kirchner",2022-06-15,1343601
"Cristina Kirchner",2022-06-16,1343567
"Cristina Kirchner",2022-06-17,1343545
"Cristina Kirchner",2022-06-18,1343468
"Cristina Kirchner",2022-06-19,1343446
"Cristina Kirchner",2022-06-20,1343704
"Cristina Kirchner",2022-06-21,1343720
"Cristina Kirchner",2022-06-22,1343649
"Cristina Kirchner",2022-06-23,1343598
"Cristina Kirchner",2022-06-24,1343605
"Cristina Kirchner",2022-06-25,1343561
"Cristina Kirchner",2022-06-26,1343446
"Cristina Kirchner",2022-06-27,1343295
"Cristina Kirchner",2022-06-28,1343247
"Cristina Kirchner",2022-06-29,1343218
"Cristina Kirchner",2022-06-30,1343464
"Cristina Kirchner",2022-07-01,1343566
"Cristina Kirchner",2022-07-02,1343706
"Cristina Kirchner",2022-07-03,1343734
"Cristina Kirchner",2022-07-04,1343910
"Cristina Kirchner",2022-07-05,1343984
"Cristina Kirchner",2022-07-06,1344059
"Cristina Kirchner",2022-07-07,1344054
"Cristina Kirchner",2022-07-08,1344157
"Cristina Kirchner",2022-07-09,1344228
"Cristina Kirchner",2022-07-10,1344236
"Cristina Kirchner",2022-07-11,1344241
"Cristina Kirchner",2022-07-12,1344253
"Cristina Kirchner",2022-07-13,1344249
"Cristina Kirchner",2022-07-14,1344235
"Cristina Kirchner",2022-07-15,1344271
"Cristina Kirchner",2022-07-16,1344236
"Cristina Kirchner",2022-07-17,1344236
"Cristina Kirchner",2022-07-18,1344219
"Cristina Kirchner",2022-07-19,1344198
"Cristina Kirchner",2022-07-20,1344245
"Cristina Kirchner",2022-07-21,1344283
"Cristina Kirchner",2022-07-22,1344247
"Cristina Kirchner",2022-07-23,1344203
"Cristina Kirchner",2022-07-24,1344147
"Cristina Kirchner",2022-07-25,1343991
"Cristina Kirchner",2022-07-26,1344037
"Cristina Kirchner",2022-07-27,1344020
"Cristina Kirchner",2022-07-28,1344133
"Cristina Kirchner",2022-07-29,1344093
"Cristina Kirchner",2022-07-30,1344111
"Cristina Kirchner",2022-07-31,1344048
"Cristina Kirchner",2022-08-01,1344057
"Cristina Kirchner",2022-08-02,1344271
"Cristina Kirchner",2022-08-03,1344408
"Cristina Kirchner",2022-08-04,1344467
"Cristina Kirchner",2022-08-05,1344494
"Cristina Kirchner",2022-08-06,1344501
"Cristina Kirchner",2022-08-07,1344457
"Cristina Kirchner",2022-08-08,1344342
"Cristina Kirchner",2022-08-09,1344246
"Cristina Kirchner",2022-08-10,1344231
"Cristina Kirchner",2022-08-11,1344227
"Cristina Kirchner",2022-08-12,1344205
"Cristina Kirchner",2022-08-13,1344197
"Cristina Kirchner",2022-08-14,1344191
"Cristina Kirchner",2022-08-15,1344131
"Cristina Kirchner",2022-08-16,1343968
"Cristina Kirchner",2022-08-17,1343838
"Cristina Kirchner",2022-08-18,1343815
"Cristina Kirchner",2022-08-19,1343739
"Cristina Kirchner",2022-08-20,1343676
"Cristina Kirchner",2022-08-21,1343563
"Cristina Kirchner",2022-08-22,1345240
"Cristina Kirchner",2022-08-23,1350712
"Cristina Kirchner",2022-08-24,1351820
"Cristina Kirchner",2022-08-25,1352279
"Cristina Kirchner",2022-08-26,1352644
"Cristina Kirchner",2022-08-27,1353639
"Cristina Kirchner",2022-08-28,1356178
"Cristina Kirchner",2022-08-29,1356608
"Cristina Kirchner",2022-08-30,1356996
"Cristina Kirchner",2022-08-31,1357455
"Cristina Kirchner",2022-09-01,1358492
"Cristina Kirchner",2022-09-02,1385402
"Cristina Kirchner",2022-09-03,1388141
"Cristina Kirchner",2022-09-04,1389039
"Cristina Kirchner",2022-09-05,1389573
"Cristina Kirchner",2022-09-06,1389866
"Cristina Kirchner",2022-09-07,1390217
"Cristina Kirchner",2022-09-08,1390296
"Cristina Kirchner",2022-09-09,1390409
"Cristina Kirchner",2022-09-10,1390507
"Cristina Kirchner",2022-09-11,1390599
"Cristina Kirchner",2022-09-12,1390522
"Cristina Kirchner",2022-09-13,1390526
"Cristina Kirchner",2022-09-14,1390566
"Cristina Kirchner",2022-09-15,1390518
"Cristina Kirchner",2022-09-16,1390618
"Cristina Kirchner",2022-09-17,1390692
"Cristina Kirchner",2022-09-18,1390695
"Cristina Kirchner",2022-09-19,1390699
"Cristina Kirchner",2022-09-20,1390705
"Cristina Kirchner",2022-09-21,1390732
"Cristina Kirchner",2022-09-22,1390778
"Cristina Kirchner",2022-09-23,1390866
"Cristina Kirchner",2022-09-24,1390957
"Cristina Kirchner",2022-09-25,1390979
"Cristina Kirchner",2022-09-26,1391172
"Cristina Kirchner",2022-09-27,1391222
"Cristina Kirchner",2022-09-28,1391239
"Cristina Kirchner",2022-09-29,1391039
"Cristina Kirchner",2022-09-30,1391237
"Cristina Kirchner",2022-10-01,1391357
"Cristina Kirchner",2022-10-02,1391445
"Cristina Kirchner",2022-10-03,1391328
"Cristina Kirchner",2022-10-04,1391317
"Cristina Kirchner",2022-10-05,1391292
"Cristina Kirchner",2022-10-06,1391260
"Cristina Kirchner",2022-10-07,1391295
"Cristina Kirchner",2022-10-08,1391378
"Cristina Kirchner",2022-10-09,1391319
"Cristina Kirchner",2022-10-10,1391283
"Cristina Kirchner",2022-10-11,1391104
"Cristina Kirchner",2022-10-12,1391005
"Cristina Kirchner",2022-10-13,1391139
"Cristina Kirchner",2022-10-14,1391152
"Cristina Kirchner",2022-10-15,1391173
"Cristina Kirchner",2022-10-16,1391113
"Cristina Kirchner",2022-10-17,1391090
"Cristina Kirchner",2022-10-18,1391008
"Cristina Kirchner",2022-10-19,1390908
"Cristina Kirchner",2022-10-20,1390706
"Cristina Kirchner",2022-10-21,1390684
"Cristina Kirchner",2022-10-22,1390547
"Cristina Kirchner",2022-10-23,1390453
"Cristina Kirchner",2022-10-24,1390368
"Cristina Kirchner",2022-10-25,1390298
"Cristina Kirchner",2022-10-26,1390208
"Cristina Kirchner",2022-10-27,1390189
"Cristina Kirchner",2022-10-28,1390174
"Cristina Kirchner",2022-10-29,1390175
"Cristina Kirchner",2022-10-30,1390388
"Cristina Kirchner",2022-10-31,1391070
"Cristina Kirchner",2022-11-01,1391319
"Cristina Kirchner",2022-11-02,1391428
"Cristina Kirchner",2022-11-03,1391503
"Cristina Kirchner",2022-11-04,1391670
"Cristina Kirchner",2022-11-05,1391811
"Cristina Kirchner",2022-11-06,1391764
"Cristina Kirchner",2022-11-07,1391738
"Cristina Kirchner",2022-11-08,1392069
"Cristina Kirchner",2022-11-09,1392267
"Cristina Kirchner",2022-11-10,1393052
"Cristina Kirchner",2022-11-11,1393518
"Cristina Kirchner",2022-11-12,1393571
"Cristina Kirchner",2022-11-13,1393608
"Cristina Kirchner",2022-11-14,1393574
"Cristina Kirchner",2022-11-15,1393609
"Cristina Kirchner",2022-11-16,1393643
"Cristina Kirchner",2022-11-17,1393977
"Cristina Kirchner",2022-11-18,1394522
"Cristina Kirchner",2022-11-19,1394537
"Cristina Kirchner",2022-11-20,1395772
"Cristina Kirchner",2022-11-21,1395976
"Cristina Kirchner",2022-11-22,1395902
"Cristina Kirchner",2022-11-23,1395938
"Cristina Kirchner",2022-11-24,1395989
"Cristina Kirchner",2022-11-25,1396051
"Cristina Kirchner",2022-11-26,1396072
"Cristina Kirchner",2022-11-27,1396065
"Cristina Kirchner",2022-11-28,1395987
"Cristina Kirchner",2022-11-29,1396072
"Cristina Kirchner",2022-11-30,1396056
"Cristina Kirchner",2022-12-01,1396016
"Cristina Kirchner",2022-12-02,1396019
"Cristina Kirchner",2022-12-03,1396016
"Cristina Kirchner",2022-12-04,1396012
"Cristina Kirchner",2022-12-05,1395941
"Cristina Kirchner",2022-12-06,1398649
"Cristina Kirchner",2022-12-07,1400805
"Cristina Kirchner",2022-12-08,1401171
"Cristina Kirchner",2022-12-09,1401353
"Cristina Kirchner",2022-12-10,1401381
"Cristina Kirchner",2022-12-11,1401375
"Cristina Kirchner",2022-12-12,1401564
"Cristina Kirchner",2022-12-13,1401379
"Cristina Kirchner",2022-12-14,1401384
"Cristina Kirchner",2022-12-15,1401366
"Cristina Kirchner",2022-12-16,1401348
"Cristina Kirchner",2022-12-17,1401341
"Cristina Kirchner",2022-12-18,1402029
"Cristina Kirchner",2022-12-19,1402374
"Cristina Kirchner",2022-12-20,1402461
"Cristina Kirchner",2022-12-21,1402513
"Cristina Kirchner",2022-12-22,1402484
"Cristina Kirchner",2022-12-23,1402487
"Cristina Kirchner",2022-12-24,1402445
"Cristina Kirchner",2022-12-25,1402362
"Cristina Kirchner",2022-12-26,1402303
"Cristina Kirchner",2022-12-27,1402294
"Cristina Kirchner",2022-12-28,1402153
"Cristina Kirchner",2022-12-29,1402102
"Cristina Kirchner",2022-12-30,1402072
"Cristina Kirchner",2022-12-31,1402029
"Cristina Kirchner",2023-01-01,1401902
"Cristina Kirchner",2023-01-02,1401851
"Cristina Kirchner",2023-01-03,1401796
"Cristina Kirchner",2023-01-04,1401725
"Cristina Kirchner",2023-01-05,1401688
"Cristina Kirchner",2023-01-06,1401618
"Cristina Kirchner",2023-01-07,1401581
"Cristina Kirchner",2023-01-08,1401544
"Cristina Kirchner",2023-01-09,1401550
"Cristina Kirchner",2023-01-10,1401491
"Cristina Kirchner",2023-01-11,1401486
"Cristina Kirchner",2023-01-12,1401430
"Cristina Kirchner",2023-01-13,1401381
"Cristina Kirchner",2023-01-14,1401560
"Cristina Kirchner",2023-01-15,1401202
"Cristina Kirchner",2023-01-16,1401114
"Cristina Kirchner",2023-01-17,1401018
"Cristina Kirchner",2023-01-18,1400927
"Cristina Kirchner",2023-01-19,1400878
"Cristina Kirchner",2023-01-20,1400704
"Cristina Kirchner",2023-01-21,1400522
"Cristina Kirchner",2023-01-22,1400463
"Cristina Kirchner",2023-01-23,1400340
"Cristina Kirchner",2023-01-24,1400362
"Cristina Kirchner",2023-01-25,1400327
"Cristina Kirchner",2023-01-26,1400299
"Cristina Kirchner",2023-01-27,1400226
"Cristina Kirchner",2023-01-28,1400190
"Cristina Kirchner",2023-01-29,1400163
"Cristina Kirchner",2023-01-30,1400037
"Cristina Kirchner",2023-01-31,1399978
"Cristina Kirchner",2023-02-01,1399881
"Cristina Kirchner",2023-02-02,1399803
"Cristina Kirchner",2023-02-03,1399735
"Cristina Kirchner",2023-02-04,1399652
"Cristina Kirchner",2023-02-05,1399498
"Cristina Kirchner",2023-02-06,1399377
"Cristina Kirchner",2023-02-07,1399302
"Cristina Kirchner",2023-02-08,1399233
"Cristina Kirchner",2023-02-09,1399170
"Cristina Kirchner",2023-02-10,1399126
"Cristina Kirchner",2023-02-11,1399074
"Cristina Kirchner",2023-02-12,1398934
"Cristina Kirchner",2023-02-13,1398824
"Cristina Kirchner",2023-02-14,1398792
"Cristina Kirchner",2023-02-15,1398692
"Cristina Kirchner",2023-02-16,1398618
"Cristina Kirchner",2023-02-17,1398620
"Cristina Kirchner",2023-02-18,1398622
"Cristina Kirchner",2023-02-19,1399226
"Cristina Kirchner",2023-02-20,1399312
"Cristina Kirchner",2023-02-21,1399208
"Cristina Kirchner",2023-02-22,1399266
"Cristina Kirchner",2023-02-23,1399584
"Cristina Kirchner",2023-02-24,1399604
"Cristina Kirchner",2023-02-25,1399335
"Cristina Kirchner",2023-02-26,1399364
"Cristina Kirchner",2023-02-27,1399358
"Cristina Kirchner",2023-02-28,1399691
"Cristina Kirchner",2023-03-01,1399956
"Cristina Kirchner",2023-03-02,1400085
"Cristina Kirchner",2023-03-03,1400031
"Cristina Kirchner",2023-03-04,1400090
"Cristina Kirchner",2023-03-05,1400121
"Cristina Kirchner",2023-03-06,1400052
"Cristina Kirchner",2023-03-07,1399981
"Cristina Kirchner",2023-03-08,1400035
"Cristina Kirchner",2023-03-09,1400133
"Cristina Kirchner",2023-03-10,1400306
"Cristina Kirchner",2023-03-11,1400138
"Cristina Kirchner",2023-03-12,1400174
"Cristina Kirchner",2023-03-13,1400168
"Cristina Kirchner",2023-03-14,1400242
"Cristina Kirchner",2023-03-15,1400310
"Cristina Kirchner",2023-03-16,1400291
"Cristina Kirchner",2023-03-17,1400334
"Cristina Kirchner",2023-03-18,1400303
"Cristina Kirchner",2023-03-19,1400297
"Cristina Kirchner",2023-03-20,1400282
"Cristina Kirchner",2023-03-21,1400316
"Cristina Kirchner",2023-03-22,1400494
"Cristina Kirchner",2023-03-23,1400567
"Cristina Kirchner",2023-03-24,1400657
"Cristina Kirchner",2023-03-25,1400700
"Cristina Kirchner",2023-03-26,1400681
"Cristina Kirchner",2023-03-27,1400699
"Cristina Kirchner",2023-03-28,1400649
"Cristina Kirchner",2023-03-29,1400616
"Cristina Kirchner",2023-03-30,1400583
"Cristina Kirchner",2023-03-31,1400568
"Cristina Kirchner",2023-04-01,1400555
"Cristina Kirchner",2023-04-02,1400627
"Cristina Kirchner",2023-04-03,1400580
"Cristina Kirchner",2023-04-04,1400569
"Cristina Kirchner",2023-04-05,1400542
"Cristina Kirchner",2023-04-06,1400541
"Cristina Kirchner",2023-04-07,1400582
"Cristina Kirchner",2023-04-08,1400627
"Cristina Kirchner",2023-04-09,1400679
"Cristina Kirchner",2023-04-10,1401066
"Cristina Kirchner",2023-04-11,1401216
"Cristina Kirchner",2023-04-12,1401227
"Cristina Kirchner",2023-04-13,1401323
"Cristina Kirchner",2023-04-14,1401514
"Cristina Kirchner",2023-04-15,1401630
"Cristina Kirchner",2023-04-16,1401733
"Cristina Kirchner",2023-04-17,1401759
"Cristina Kirchner",2023-04-18,1401702
"Cristina Kirchner",2023-04-19,1401766
"Cristina Kirchner",2023-04-20,1401842
"Cristina Kirchner",2023-04-21,1402013
"Cristina Kirchner",2023-04-22,1402126
"Cristina Kirchner",2023-04-23,1402151
"Cristina Kirchner",2023-04-24,1402149
"Cristina Kirchner",2023-04-25,1402203
"Cristina Kirchner",2023-04-26,1402268
"Cristina Kirchner",2023-04-27,1403090
"Cristina Kirchner",2023-04-28,1403762
"Cristina Kirchner",2023-04-29,1403835
"Cristina Kirchner",2023-04-30,1403946
"Cristina Kirchner",2023-05-01,1403994
"Cristina Kirchner",2023-05-02,1404069
"Cristina Kirchner",2023-05-03,1404175
"Cristina Kirchner",2023-05-04,1404249
"Cristina Kirchner",2023-05-05,1404335
"Cristina Kirchner",2023-05-06,1404437
"Cristina Kirchner",2023-05-07,1404484
"Cristina Kirchner",2023-05-08,1404502
"Cristina Kirchner",2023-05-09,1404569
"Cristina Kirchner",2023-05-10,1404590
"Cristina Kirchner",2023-05-11,1404730
"Cristina Kirchner",2023-05-12,1404825
"Cristina Kirchner",2023-05-13,1404907
"Cristina Kirchner",2023-05-14,1404964
"Cristina Kirchner",2023-05-15,1404967
"Cristina Kirchner",2023-05-16,1405539
"Cristina Kirchner",2023-05-17,1406107
"Cristina Kirchner",2023-05-18,1407308
"Cristina Kirchner",2023-05-19,1408301
"Cristina Kirchner",2023-05-20,1408678
"Cristina Kirchner",2023-05-21,1408853
"Cristina Kirchner",2023-05-22,1409112
"Cristina Kirchner",2023-05-23,1409323
"Cristina Kirchner",2023-05-24,1409622
"Cristina Kirchner",2023-05-25,1413356
"Cristina Kirchner",2023-05-26,1414256
"Cristina Kirchner",2023-05-27,1414524
"Cristina Kirchner",2023-05-28,1414607
"Cristina Kirchner",2023-05-29,1414715
"Cristina Kirchner",2023-05-30,1414788
"Cristina Kirchner",2023-05-31,1414906
"Cristina Kirchner",2023-06-01,1415027
"Cristina Kirchner",2023-06-02,1415072
"Cristina Kirchner",2023-06-03,1415170
"Cristina Kirchner",2023-06-04,1415200
"Cristina Kirchner",2023-06-05,1415256
"Cristina Kirchner",2023-06-06,1415279
"Cristina Kirchner",2023-06-07,1415351
"Cristina Kirchner",2023-06-08,1415326
"Cristina Kirchner",2023-06-09,1415329
"Cristina Kirchner",2023-06-10,1415376
"Cristina Kirchner",2023-06-11,1415407
"Cristina Kirchner",2023-06-12,1415478
"Cristina Kirchner",2023-06-13,1415696
"Cristina Kirchner",2023-06-14,1416239
"Cristina Kirchner",2023-06-15,1416413
"Cristina Kirchner",2023-06-16,1416695
"Cristina Kirchner",2023-06-17,1416772
"Cristina Kirchner",2023-06-18,1416942
"Cristina Kirchner",2023-06-19,1417108
"Cristina Kirchner",2023-06-20,1417715
"Cristina Kirchner",2023-06-21,1418136
"Cristina Kirchner",2023-06-22,1418409
"Cristina Kirchner",2023-06-23,1418804
"Cristina Kirchner",2023-06-24,1419588
"Cristina Kirchner",2023-06-25,1419795
"Cristina Kirchner",2023-06-26,1420109
"Cristina Kirchner",2023-06-27,1420234
"Cristina Kirchner",2023-06-28,1420320
"Cristina Kirchner",2023-06-29,1420477
"Cristina Kirchner",2023-06-30,1420594
"Cristina Kirchner",2023-07-01,1420697
"Cristina Kirchner",2023-07-02,1420788
"Cristina Kirchner",2023-07-03,1420868
"Cristina Kirchner",2023-07-04,1420798
"Cristina Kirchner",2023-07-05,1420723
"Cristina Kirchner",2023-07-06,1420745
"Cristina Kirchner",2023-07-07,1420904
"Cristina Kirchner",2023-07-08,1420918
"Cristina Kirchner",2023-07-09,1421327
"Cristina Kirchner",2023-07-10,1421420
"Cristina Kirchner",2023-07-11,1421280
"Cristina Kirchner",2023-07-12,1421716
"Cristina Kirchner",2023-07-13,1421348
"Cristina Kirchner",2023-07-14,1421852
"Cristina Kirchner",2023-07-15,1421906
"Cristina Kirchner",2023-07-16,1421947
"Cristina Kirchner",2023-07-17,1421395
"Cristina Kirchner",2023-07-18,1421486
"Cristina Kirchner",2023-07-19,1421883
"Cristina Kirchner",2023-07-20,1421443
"Cristina Kirchner",2023-07-21,1421601
"Cristina Kirchner",2023-07-22,1421680
"Cristina Kirchner",2023-07-23,1421686
"Cristina Kirchner",2023-07-24,1422171
"Cristina Kirchner",2023-07-25,1421746
"Cristina Kirchner",2023-07-26,1421824
"Cristina Kirchner",2023-07-27,1422376
"Cristina Kirchner",2023-07-28,1422488
"Cristina Kirchner",2023-07-29,1422097
"Cristina Kirchner",2023-07-30,1422106
"Cristina Kirchner",2023-07-31,1422126
"Cristina Kirchner",2023-08-01,1422178
"Cristina Kirchner",2023-08-02,1422210
"Cristina Kirchner",2023-08-03,1422237
"Cristina Kirchner",2023-08-04,1422275
"Cristina Kirchner",2023-08-05,1422351
"Cristina Kirchner",2023-08-06,1422428
"Cristina Kirchner",2023-08-07,1422968
"Cristina Kirchner",2023-08-08,1423090
"Cristina Kirchner",2023-08-09,1422595
"Cristina Kirchner",2023-08-10,1422699
"Cristina Kirchner",2023-08-11,1423324
"Cristina Kirchner",2023-08-12,1423559
"Cristina Kirchner",2023-08-13,1424353
"Cristina Kirchner",2023-08-14,1425648
"Cristina Kirchner",2023-08-15,1425472
"Cristina Kirchner",2023-08-16,1425846
"Cristina Kirchner",2023-08-17,1426097
"Cristina Kirchner",2023-08-18,1426189
"Cristina Kirchner",2023-08-19,1426429
"Cristina Kirchner",2023-08-20,1426401
"Cristina Kirchner",2023-08-21,1426450
"Cristina Kirchner",2023-08-22,1426469
"Cristina Kirchner",2023-08-23,1426478
"Cristina Kirchner",2023-08-24,1426584
"Cristina Kirchner",2023-08-25,1427303
"Cristina Kirchner",2023-08-26,1426727
"Cristina Kirchner",2023-08-27,1427864
"Cristina Kirchner",2023-08-28,1428046
"Cristina Kirchner",2023-08-29,1428172
"Cristina Kirchner",2023-08-30,1428226
"Cristina Kirchner",2023-08-31,1427496
"Cristina Kirchner",2023-09-01,1428210
"Cristina Kirchner",2023-09-02,1427510
"Cristina Kirchner",2023-09-03,1428188
"Cristina Kirchner",2023-09-04,1428141
"Cristina Kirchner",2023-09-05,1428099
"Cristina Kirchner",2023-09-06,1428096
"Cristina Kirchner",2023-09-07,1427403
"Cristina Kirchner",2023-09-08,1428066
"Cristina Kirchner",2023-09-09,1428129
"Cristina Kirchner",2023-09-10,1428205
"Cristina Kirchner",2023-09-11,1428218
"Cristina Kirchner",2023-09-12,1427522
"Cristina Kirchner",2023-09-13,1428232
"Cristina Kirchner",2023-09-14,1427526
"Cristina Kirchner",2023-09-15,1427613
"Cristina Kirchner",2023-09-16,1428395
"Cristina Kirchner",2023-09-17,1427681
"Cristina Kirchner",2023-09-18,1427683
"Cristina Kirchner",2023-09-19,1428309
"Cristina Kirchner",2023-09-20,1428286
"Cristina Kirchner",2023-09-21,1428352
"Cristina Kirchner",2023-09-22,1428499
"Cristina Kirchner",2023-09-23,1428940
"Cristina Kirchner",2023-09-24,1429385
"Cristina Kirchner",2023-09-25,1429669
"Cristina Kirchner",2023-09-26,1430033
"Cristina Kirchner",2023-09-27,1430289
"Cristina Kirchner",2023-09-28,1430543
"Cristina Kirchner",2023-09-29,1430880
"Cristina Kirchner",2023-09-30,1431012
"Cristina Kirchner",2023-10-01,1431367
"Cristina Kirchner",2023-10-02,1431575
"Cristina Kirchner",2023-10-03,1431714
"Cristina Kirchner",2023-10-04,1431824
"Cristina Kirchner",2023-10-05,1431843
"Cristina Kirchner",2023-10-06,1431907
"Cristina Kirchner",2023-10-07,1431886
"Cristina Kirchner",2023-10-08,1431991
"Cristina Kirchner",2023-10-09,1432090
"Cristina Kirchner",2023-10-10,1432316
"Cristina Kirchner",2023-10-11,1432514
"Cristina Kirchner",2023-10-12,1432739
"Cristina Kirchner",2023-10-13,1432869
"Cristina Kirchner",2023-10-14,1433015
"Cristina Kirchner",2023-10-15,1433117
"Cristina Kirchner",2023-10-16,1433235
"Cristina Kirchner",2023-10-17,1433557
